sõna,sihtsünohulk,suhtesoovitused,sihtsünohulga definitsioon,suhtega seotud soovitused
LILL,kitseenelas.n.01,"{""Synset('lõikelill.n.01')"", ""Synset('enelas.n.01')""}","(Aruncus) roosõieliste sugukonda kuuluv kahekojaliste püsikute perekond, mille liikmed õitsevad kesksuvel ja on hinnatud lõikelilled",set()
LILL,aubrieeta.n.01,"{""Synset('püsilill.n.01')"", ""Synset('kress.n.01')""}","(Aubrieta) umbes 12 liigiga ristõieliste sugukonda kuuluv rohttaimede perekond, mille liikmed on madalakasvulised kevadel õitsevad püsililled",set()
LILL,randaster.n.01,"{""Synset('aster.n.01')""}","(Aster tripolium) Eestis looduslikult kasvav, lillakate, helesiniste või valgete keelõitega rannikutaim",set()
LILL,vääris-vaipkakar.n.01,"{""Synset('karikakar.n.01')""}","(Anthemis nobilis) tugeva lõhnaga korvõitega karikakra perekonda kuuluv taim, mille ürti kasutatakse raviotstarbel sarnaselt kummeliga",set()
LILL,koerakannike.n.01,"{""Synset('kannike.n.01')""}","(Viola canina) metsades ja niitudel kasvav, siniste või valkjate õitega üks tavalisemaid kannikesi Eestis",set()
LILL,aster.n.01,"{""Synset('püsilill.n.01')""}","peam. Kesk- ja Põhja-Ameerika korvõieline taim, meil püsilill  (Aster)",set()
LILL,strelitsia.n.01,"{""Synset('lõikelill.n.01')""}","(Strelitzia) 5 liigiga puhmastaimede perekond, mis on looduslikult levinud Lõuna-Aafrikas ja mille liikmed on hinnatud nii poti- kui lõikelilledena",set()
LILL,ebamagun.n.01,"{""Synset('magun.n.01')""}","(Meconopsis) umbes 45 liigiga magunaliste sugukonda kuuluv taimeperekond, mille liikmetel on juurmistest lehtedest koosnev leherosett ning enamasti sinised õied",set()
LILL,kinglill.n.01,"{""Synset('toalill.n.01')""}","(Calceolaria) umbes 300 liigiga mailaseliste sugukonda kuuluv taimeperekond, mis on pärit Lõuna-Ameerikast ja mida meil kasvatatakse enamasti üheaastase potilillena",set()
LINA,aluslina.n.01,"{""Synset('tekilina.n.01')""}",alumine voodilina (vastandatult tekilinale),"{""Synset('tekilina.n.01')""}"
LIND,väike-kirjurähn.n.01,"{""Synset('rähn.n.01')""}",,set()
LIND,hallpea-rähn.n.01,"{""Synset('rähn.n.01')""}",,set()
LIND,puukoristaja.n.01,"{""Synset('porr.n.01')""}",,set()
LIND,rooruik.n.01,"{""Synset('rookana.n.01')""}",,set()
LIND,peoleo.n.01,"{""Synset('laululind.n.01')""}",kollase sulestikuga rästasuurune laululind,set()
LIND,koduvarblane.n.01,"{""Synset('varblane.n.01')""}",,set()
LIND,õõnetuvi.n.02,"{""Synset('tuvi.n.02')""}",,set()
LIND,turteltuvi.n.01,"{""Synset('tuvi.n.02')""}",,set()
LIND,metskurvits.n.01,"{""Synset('kurvits.n.01')""}",,set()
LIND,suur-kirjurähn.n.01,"{""Synset('rähn.n.01')""}",,set()
LIND,punaselgõgija.n.01,"{""Synset('varblane.n.01')"", ""Synset('rändlind.n.01')""}",peamiselt putukaist ja ka mesilastest toituv rändlind,set()
LIND,suurkoovitaja.n.01,"{""Synset('koovitaja.n.01')""}",,set()
LIND,põldvarblane.n.01,"{""Synset('varblane.n.01')""}",,set()
LIND,hallhani.n.01,"{""Synset('hani.n.01')""}",,set()
LIND,musträhn.n.01,"{""Synset('kukk.n.03')"", ""Synset('rähn.n.01')""}",,set()
LIND,randtiir.n.01,"{""Synset('tiir.n.01')""}",,set()
LIND,kurvits.n.01,"{""Synset('metskurvits.n.01')""}",väga pika sirge noka ja valdavalt pruuni sulestikuga lind (hrl. metskurvitsa kohta).,set()
LIND,kaelus-turteltuvi.n.01,"{""Synset('tuvi.n.02')""}",,set()
LIND,metsis.n.01,"{""Synset('kana.n.04')""}",metsise rahvapärane nimetus (EKSS),set()
LIND,metskiur.n.01,"{""Synset('kiur.n.01')""}",,set()
LIND,hallõgija.n.01,"{""Synset('röövlind.n.01')""}","väikestest lindudest, sisalikest ja putukatest toituv röövlind (EKSS)",set()
LIND,kardinal.n.02,"{""Synset('laululind.n.01')""}",Põhja  ja Kesk Ameerika sarlakpunane tutiga laululind (Cardinalis cardinalis) (EKSS),set()
LIND,kägu.n.01,"{""Synset('rändlind.n.01')""}","metsades elutsev rändlind, hästi tuntud iseloomuliku laulu (kukkumise) ja väikelindude pesadesse munemise poolest , ",set()
LIND,valge-toonekurg.n.01,"{""Synset('kurg.n.01')""}",,set()
LIND,must-toonekurg.n.01,"{""Synset('kurg.n.01')""}",,set()
LIND,varblane.n.01,"{""Synset('laululind.n.01')""}",väike pruun Euroopa laululind,set()
LIND,kodutuvi.n.01,"{""Synset('tuvi.n.02')""}",,set()
LIND,valgeselg-kirjurähn.n.01,"{""Synset('rähn.n.01')""}",,set()
LIND,kaelustuvi.n.01,"{""Synset('tuvi.n.02')""}",,set()
LIND,põldpüü.n.01,"{""Synset('kana.n.04')""}",,set()
LIND,karmiinleevike.n.01,"{""Synset('leevike.n.01')""}",,set()
LIND,lehelind.n.01,"{""Synset('väike-lehelind.n.01')""}",väike-lehelinnu rahvapärane nimetus.,"{""Synset('väike-lehelind.n.01')""}"
LIND,tutkas.n.01,"{""Synset('kukk.n.03')""}","luhtadel ja rannikuniitudel elutsev rästast suurem lind, kelle pulmarüüs isaslinnul on kaelal kohevile aetav sulgkrae (Philomachus pugnax) (EKSS)",set()
LIND,künnivares.n.01,"{""Synset('vares.n.01')""}",,set()
LIND,vaenukägu.n.01,"{""Synset('kägu.n.01')""}",,set()
LIND,põõsalind.n.01,"{""Synset('laululind.n.01')""}",pruunika v. hallika ülapoole ja heleda alapoolega hrl. põõsarindes tegutsev väike laululind (Sylvia),set()
LIND,rookana.n.01,"{""Synset('kana.n.04')""}",,set()
LIND,rabakana.n.01,"{""Synset('kana.n.04')""}",,set()
LINT,teip.n.01,"{""Synset('paberlint.n.01')""}",ühelt (v. mõlemalt) poolt kleepuv plast- või paberlint (EKSS),set()
LIPP,abiülekandelipp.n.01,"{""Synset('ülekandelipp.n.01')""}",,set()
LISAND,dipp.n.01,"{""Synset('kaste.n.01')""}","paksud, hästi maitsestatud külmad kastmed, mis võivad sisaldada hapukoort, majoneesi, jogurtit, ketšupit, tomati- või sojakastet, köögiviljatükikesi või -püreesid ja veel palju muudki",set()
LOHK,jõesäng.n.01,"{""Synset('org.n.01')""}","jõeoru sügavaim osa, milles voolab jõe vesi",set()
LOODE,tõus.n.02,"{""Synset('mõõn.n.02')""}",(vastandiks mõõn),"{""Synset('mõõn.n.02')""}"
LOODU,klassika.n.01,"{""Synset('teos.n.01')""}","klassikute loodud teosed, hrl. kirjandus- ja kunstiteosed",set()
LOOJA,humorist.n.01,"{""Synset('kunstiinimene.n.01')""}",humoristliku käsitluslaadiga kirjanik v. kunstnik,set()
LOOJA,urbanist.n.01,"{""Synset('kunstiinimene.n.01')""}",peam (suur)linnaelu kujutav kunstnik v kirjanik (EKSS),set()
LOOJA,parodist.n.01,"{""Synset('autor.n.01')""}","paroodiate autor ja esitaja, parodeerija (EKSS)",set()
LOOJA,klassik.n.01,"{""Synset('kunstiinimene.n.01')""}","üldtunnustatud kirjanik, kunstnik, teadlane vm. vaimukultuuriala esindaja, kelle looming on põhjapanev ning aegumatu",set()
LOOJA,novaator.n.01,"{""Synset('pioneer.n.01')"", ""Synset('ehitaja.n.03')""}","uuendaja, uue looja v. algataja (näit. kunstis, teaduses, tehnikas); uute meetodite algataja töös.","{""Synset('pioneer.n.01')""}"
LOOJA,taastekitaja.n.01,"{""Synset('genereerija.n.01')""}",,set()
LOOM,koduloom.n.01,"{""Synset('metsloom.n.01')""}","ulukitest kodustamise tulemusena kujunenud, kasu v. ilu pärast kasvatatav loom","{""Synset('metsloom.n.01')""}"
LOOM,laiskelajas.n.01,"{""Synset('elajas.n.01')""}",,set()
LOOM,loomus.n.02,"{""Synset('isiksus.n.01')""}","inimese peamised psüühilised omadused, personaalsus","{""Synset('isiksus.n.01')""}"
LOOMA,taastekitama.v.01,"{""Synset('genereerima.v.01')""}",,set()
LOOMA,manama.v.01,"{""Synset('tekitama.v.05')""}","kujutlusse, vaimusilma ette äratama",set()
LOOMINE,taidlus.n.01,"{""Synset('kunst.n.02')""}",asjaarmastajate loominguline tegevus mõnel kunstialal,set()
LUBAMA,andma.v.03,"{""Synset('laskma.v.02')""}","(saada) võimaldama, osaks saada laskma",set()
LUBAMA,vabastama.v.01,"{""Synset('laskma.v.02')""}",kohustustest vabaks laskma,set()
LUBAMA,läbi laskma.v.01,"{""Synset('laskma.v.02')""}",läbi- v. möödapääsemist võimaldama. (EKSS),set()
LUBAMA,sisse laskma.v.01,"{""Synset('laskma.v.02')""}","sissepääsemist, sisenemist (EKSS)",set()
LUBAMA,läbi laskma.v.05,"{""Synset('laskma.v.02')""}","piltl.  midagi vastuvõetavaks, kõlblikuks tunnistama (EKSS)",set()
LUULETUS,ood.n.01,"{""Synset('hümn.n.01')""}","hümnile lähedane ülev lüüriline luuletus, ideele, isikule, ajaloosündmusele, loodusnähtusele vm. pühendatud ülistus- v. mälestuslaul","{""Synset('hümn.n.01')""}"
LUULETUS,rapsoodia.n.01,"{""Synset('poeem.n.01')""}","rapsoodi esitatud eepline poeem, laul v laulukatkend (EKSS)",set()
LUULETUS,epitaaf.n.01,"{""Synset('lühiluuletus.n.01')""}",kellegi surma puhul kirjutatud lühiluuletus,set()
LUULETUS,vanaprantsuse ballaad.n.01,"{""Synset('ballaad.n.02')""}","kolmeriimiline lüürilise luuletuse vorm, mis koosneb kolmest oktetist, mille viimane värss kordub, ja neid saatvast katräänist ehk envoist",set()
LUULETUS,epigramm.n.01,"{""Synset('lühiluuletus.n.01')""}",satiiriline lühiluuletus,set()
LUULETUS,gloss.n.01,"{""Synset('magistraal.n.02')""}","luuletusvorm, mis koosneb teemast e motost (magistraalist) ja seda interpreteerivatest stroofidest, mille arv vastab teema värsside arvule",set()
LUULETUS,tertsiin.n.01,"{""Synset('tertsett.n.03')""}","itaalia klassikaline luuletusvorm, mis koosneb üksteistsilbikus v 5-jambis tertsettidest riimiskeemiga aba.bcb.cdc.ded... ja mille lõpus järgneb üks eraldiseisev värss","{""Synset('tertsett.n.03')""}"
LUULETUS,pärg.n.03,"{""Synset('magistraal.n.02')""}","magistraaliga luuletus v juhtluuletusega, temaatiliselt ja vormiliselt seotud luuletuste tsükkel, mille puhul eelneva stroofi (v luuletuse) viimane värss alustab järgnevat stroofi (v luuletust) selle esimese värsina, kusjuures viimase stroofi (v luuletuse) viimane värss on esimese stroofi (v luuletuse) esimeseks värsiks, mistõttu tsükkel sulgub pärjaks",set()
LUULETUS,ditüramb.n.03,"{""Synset('hümn.n.01')""}","kirj ülistuslaul, üleva sõnastusega kiidulaul mingi isiku auks (EKSS)","{""Synset('hümn.n.01')""}"
LUULETUS,magistraal.n.02,"{""Synset('pärg.n.03')"", ""Synset('gloss.n.01')""}","lühike luuletus v luuletuse osa luuletuste tsüklis, glossis v pärjas, mille iga värss arendatakse edasi kas stroofiks või luuletuseks",set()
LUULETUS,masnavii.n.01,"{""Synset('poeem.n.01')""}","pärsia ja tadžiki, aga ka teiste Lähis- ja Kesk-Ida rahvaste üks kõige levinumaid kanoniseeritud luuletusvorme, ulatuslik armastajate seiklusi ja kannatusi kujutav poeem kaksikvärssides, mida seob paarisriim aa.bb.cc.dd...",set()
LUURE,inimluure.n.01,"{""Synset('pealtkuulamine.n.01')""}","salajase informatsiooni kogumine vastase kohta spioneerimise teel, vastandina sideliinide pealtkuulamisele või õhust vaatluse teel",set()
LÕBUTSEMA,pidutsema.v.01,"{""Synset('pühitsema.v.01')""}","(sööma- ja jooma)pidu, olengut pidama",set()
LÕBUTSEMA,pillerkaaritama.v.01,"{""Synset('pühitsema.v.01')""}",pillerkaari pidama (EKSS),set()
LÕHKEAINE,dünamiit.n.01,"{""Synset('nitroglütseriin.n.01')""}",nitroglütseriinist ja täiteainest koosnev lõhkeaine (EKSS),set()
LÕHKEAINE,nitroglütseriin.n.01,"{""Synset('dünamiit.n.01')""}","lõhkeaine, mida kasutatakse dünamiitide ja suitsuta püssirohu tootmiseks",set()
LÕIKUS,dermatoplastika.n.01,"{""Synset('plastika.n.04')"", ""Synset('siirdamine.n.01')""}",naha siirdamine; naha plastiline lõikus,set()
LÕIKUS,hemiartoplastika.n.01,"{""Synset('plastika.n.04')""}","liigeselõikus, kus üks liigesepind asendatakse protseesiga",set()
LÕIKUS,gingivoplastika.n.01,"{""Synset('plastika.n.04')""}",plastiline igemelõikus (igeme kuju muutmiseks),set()
LÕIKUS,enteroplastika.n.01,"{""Synset('plastika.n.04')""}","plastiline soolelõikus, nt ava sulgemine v kitsa koha laiendamine",set()
LÕIKUS,Gritti-Stokesi amputatsioon.n.01,"{""Synset('amputeerimine.n.01')""}","põlveamputatsioon, kus põlvekeder säilitatakse ja ühendatakse reieluuga",set()
LÕNG,kude.n.02,"{""Synset('lõimelõng.n.01')""}",lõimele risti kangast sissekootud v. -kootav lõng (EKSS),set()
LÕNG,koelõng.n.01,"{""Synset('kude.n.02')""}",kangasse sissekootud põiklõng (EKSS),set()
LÕNG,tamsalõng.n.01,"{""Synset('puuvill-lõng.n.01')""}","mitme keeruga jämedam puuvill-lõng, mida kasutati rüsade, nootade jm. tegemiseks ja kalavõrgu rakendamiseks (EKSS)",set()
LÕNG,kraaslõng.n.01,"{""Synset('kammlõng.n.01')""}",kammlõngast jämedam ja vähem ühtlane lõng (EKSS),set()
LÕNG,taustalõng.n.01,"{""Synset('kude.n.02')""}",taustakoe lõng (EKSS),set()
LÕNG,šenill-lõng.n.01,"{""Synset('koelõng.n.01')"", ""Synset('kude.n.02')""}",šenilli kudumisel koelõngana kasutatav selleks eelnevalt kootud kanga riba (EKSS),set()
LÕPETAMA,katkestama.v.01,"{""Synset('lõpetama.v.03')""}","ajutiseks pooleli jätma, milleski vahet tegema või tekitama",set()
LÕPETAMA,lõpetama.v.03,"{""Synset('loobuma.v.02')"", ""Synset('katkestama.v.01')""}","midagi kestvat, jätkuvat katkestama, midagi tegemast lakkama",set()
LÕPETAMA,loobuma.v.02,"{""Synset('lõpetama.v.03')""}",enneaegselt lõpetama,set()
LÕPP,järg.n.01,"{""Synset('piir.n.01')""}","koht, piir vm., milleni tegevusega on jõutud, kus parajasti ollakse (EKSS)",set()
LÄHE,eraldistart.n.01,"{""Synset('ühisstart.n.01')""}","start, kus võistlejad lähetatakse mitte koos, vaid kindlate ajavahemike järel; ant. ühisstart. (EKSS)","{""Synset('ühisstart.n.01')""}"
LÄHE,ühisstart.n.01,"{""Synset('eraldistart.n.01')""}","start, kus kõik võistlejad lähetatakse ühel ajal, ühislähe; ant. eraldistart. (EKSS)","{""Synset('eraldistart.n.01')""}"
LÄVIMA,leppima.v.02,"{""Synset('tülitsema.v.03')""}","viha pidamast, tülitsemast, vaenujalal v. pahuksis olemast lakkama. (EKSS)",set()
LÄVIMA,faksima.v.01,"{""Synset('edasi andma.v.01')""}","faksi saatma, dokumenti sidekanali kaudu täpse jäljendina edastama",set()
LÄVIMA,kärisema.v.03,"{""Synset('rääkima.v.01')""}","käredalt rääkima, õiendama vms.; käredalt haukuma",set()
LÄVIMA,kooskõlastama.v.02,"{""Synset('leppima.v.02')"", ""Synset('rääkima.v.01')""}",vastastikku üksteisega v. teineteisega kokkulepet sõlmima,set()
LÄVIMA,nohhitama.v.01,"{""Synset('pärima.v.01')""}","(pärides, kehutades) korduvalt ""noh"" ütlema (EKSS)",set()
LÄVIMA,kontakteeruma.v.01,"{""Synset('kärisema.v.03')""}",kellegagi kontakti sattuma; kellegagi kontakti leidma v. võtma,set()
LÄVIMA,informeerima.v.01,"{""Synset('edasi andma.v.01')""}","midagi kellelegi teada ANDMA, infot edastama",set()
LÄVIMA,läbi rääkima.v.01,"{""Synset('rääkima.v.01')""}",arvamusi vahetama,set()
LÄVIMA,kahtlema.v.01,"{""Synset('avaldama.v.04')""}","millegi tõepärasuses, tõele vastavuses mitte veendunud olema, midagi küsitavaks, ebakindlaks pidama",set()
LÄVIMA,ninnutama.v.01,"{""Synset('rääkima.v.01')""}",väikelapsega tema eale kohandatud keeles rääkima,set()
LÄVIMA,kätlema.v.01,"{""Synset('teretama.v.01')""}","kättpidi tervitama v. hüvasti jätma; (vastastikku) kätt suruma (tervituseks, hüvastijätuks)","{""Synset('teretama.v.01')""}"
LÜLI,ristluulüli.n.01,"{""Synset('nimmelüli.n.01')"", ""Synset('selgroolüli.n.01')""}",üks nimmelülide ja õndraluu vahel paiknevatest selgroolülidest (vertebra sacralis) (EKSS),set()
LÜLI,nimmelüli.n.01,"{""Synset('selgroolüli.n.01')""}",nimmepiirkonna selgroolüli (vertebra lumbalis) (EKSS),set()
MAA,suurvürstiriik.n.01,"{""Synset('vürstiriik.n.01')""}","aj vürstiriik, mida valitseb suurvürst (EKSS)",set()
MAA,banaanivabariik.n.01,"{""Synset('väikeriik.n.01')"", ""Synset('vabariik.n.01')""}","halvustav väljend varem Kesk- ja Lõuna-Ameerika väikeriikide kohta, kelle majandus põhines puuviljakasvatusel ja kes sõltusid majanduslikult USA ettevõtetest; praegu üldse vaese ja korruptiivse riigi kohta (EKSS)",set()
MAA,suurhertsogiriik.n.01,"{""Synset('hertsogiriik.n.01')""}",,set()
MAA,protektoraat.n.01,"{""Synset('protektorriik.n.01')""}","pol teisest riigist sõltuv riik, mida protektorriigil on õigus esindada ja juhtida (EKSS)","{""Synset('protektorriik.n.01')""}"
MAA,eesistujariik.n.01,"{""Synset('liikmesriik.n.01')""}",Euroopa Liidus Ministrite Nõukogu tööd juhtiv liikmesriik,set()
MAA,impeerium.n.01,"{""Synset('maailmariik.n.01')"", ""Synset('koloniaalriik.n.01')""}","monarhistlik suurriik; suur imperialistlik koloniaalriik, maailmariik",set()
MAA,rahvavabariik.n.01,"{""Synset('vabariik.n.01')"", ""Synset('demokraatiamaa.n.01')""}","(mitme rahvademokraatiamaa, ka mõne muu riigi ametlikus nimetuses) (EKSS)",set()
MAA,saarestik.n.01,"{""Synset('saar.n.01')""}",rühm lähestikku asetsevaid saari,set()
MAA,poolsaar.n.01,"{""Synset('saar.n.01')""}",kaugele merre v. järve ulatuv maismaaosa,set()
MAA,mander.n.02,"{""Synset('saar.n.01')""}",mannermaa (vastandina saarele) (EKSS),"{""Synset('saar.n.01')""}"
MAA,saar.n.01,"{""Synset('mander.n.01')"", ""Synset('mander.n.02')""}",igast küljest veega ümbritsetud (mandrist väiksem) maismaa-ala (EKSS),"{""Synset('mander.n.02')""}"
MAA-ALA,paikkond.n.01,"{""Synset('maastik.n.03')""}","täpselt piiritlemata suurem maa-ala, piirkond maastikul, looduses; asustatud (maa)koht koos selle lähema ümbrusega (EKSS)",set()
MAA-ALA,mänguväli.n.01,"{""Synset('väljak.n.01')"", ""Synset('väli.n.02')"", ""Synset('lagendik.n.01')"", ""Synset('väljak.n.02')""}",mängimiseks ette valmistatud maa-ala,set()
MAA-ALA,tööstuspark.n.01,"{""Synset('park.n.02')""}",piiratud maa-ala tootmispindadega tööstusliku kasutuse jaoks (EKSS),set()
MAA-ALA,väljak.n.01,"{""Synset('maalapp.n.01')""}",avalik maatükk,set()
MAADLUS,püstimaadlus.n.01,"{""Synset('partermaadlus.n.01')""}",maadlus püstiasendis sooritatavaid võtteid kasutades (klassikalises maadluses); ant. partermaadlus (EKSS),"{""Synset('partermaadlus.n.01')""}"
MAADLUS,partermaadlus.n.01,"{""Synset('püstimaadlus.n.01')""}","maadlus põlvili, kõhuli, küljeli v. sillas sooritatavaid võtteid kasutades; ant. püstimaadlus (EKSS)","{""Synset('püstimaadlus.n.01')""}"
MAAL,kihimaal.n.01,"{""Synset('õlimaal.n.01')""}","õlimaali tehniline vorm, milles maaliprotsess jaotub mitmeks kuivamisvaheaegadega etapiks, moodustades üksteist kvaliteedilt täiendavad kihid","{""Synset('õlimaal.n.01')""}"
MAAL,veduut.n.01,"{""Synset('maastikupilt.n.01')""}",maastiku või linnavaate tõetruu ja perspektiivilt õige kujutamine (EKSS),set()
MAAL,ikoon.n.01,"{""Synset('tahvelmaal.n.01')""}","Kristust, Jumalaema, piiblitegelasi v. pühakuid kujutav tahvelmaal õigeusu kirikukunstis",set()
MAAL,köögimaal.n.01,"{""Synset('natüürmort.n.01')""}","Hollandis 17. saj viljeldud maalikunstižanr, natüürmordi alaliik",set()
MAASIKAS,kuumaasikas.n.01,"{""Synset('metsmaasikas.n.01')""}",metsmaasika teisend  (Fragaria vesca var. semperflorens),set()
MAASTIK,kõrbemaastik.n.01,"{""Synset('kõrb.n.01')""}",kõrbele iseloomulik maastik,set()
MAGUSTOIT,brüleekreem.n.01,"{""Synset('kreem.n.04')""}","populaarne magustoit vanillimaitselisest keedukreemist, mida katab krõbedaks küpsetatud või põletatud suhkur",set()
MAGUSTOIT,kausikook.n.01,"{""Synset('kreem.n.04')""}","kausi sisse tehtud kihiline kook, mis sisaldab enamasti biskviiti või küpsiseid, kohupiima- vms kreemi, vahukoort, sageli ka puuvilju",set()
MAIK,maitsetus.n.01,"{""Synset('maitsvus.n.01')""}",,"{""Synset('maitsvus.n.01')""}"
MAIUSTUS,griljaaž.n.01,"{""Synset('šokolaad.n.01')"", ""Synset('kompvek.n.01')""}",röstitud ja suhkurdatud pähklid v. mandlid; neid sisaldav kompvek v. šokolaad,set()
MAIUSTUS,trühvel.n.01,"{""Synset('kompvek.n.01')""}",šokolaadikompvek,set()
MAJAND,mõis.n.03,"{""Synset('suurmajand.n.01')""}",19. saj. põllumajanduslik suurmajand (EKSS),set()
MAJAND,istandus.n.01,"{""Synset('suurmajand.n.01')""}",mingit (hrl. troopilist v. subtroopilist) kultuuri kasvatav suurmajand,set()
MAKS,mõisarent.n.01,"{""Synset('üür.n.01')""}",,set()
MAKS,segarent.n.01,"{""Synset('üür.n.01')""}","rent, mida tasuti osalt rahas, osalt teo v. loonusena (EKSS)",set()
MAKS,loonusrent.n.01,"{""Synset('üür.n.01')""}",Ajalooline mõiste - mõisad omandavad osa talutoodangut rendi näol,set()
MAKS,maarent.n.01,"{""Synset('üür.n.01')""}","korrapärane tasu, mida rentnik maksab maa kasutamise eest maa omanikule (EKSS)",set()
MAKS,raharent.n.01,"{""Synset('üür.n.01')""}","rahaline tasu, mille mingi vara rendile võttev isik (rentnik) või ettevõte peab maksma vara kasutamise eest vara tegelikule omanikule (rendileandjale)",set()
